transaction_id,amount,status,city,branch,date,timestamp
Hyderabad_Branch2_0001,3665.77,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch2_0002,177.35,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch2_0003,4804.28,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0004,3763.81,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch2_0005,1684.14,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0006,241.3,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-01,2025-05-07 22:37:55
Hyderabad_Branch2_0007,2739.32,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch2_0008,3103.07,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch2_0009,2234.49,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0010,558.8,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch2_0011,4224.66,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0012,143.33,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch2_0013,4034.11,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0014,3066.22,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0015,1522.76,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch2_0016,4674.31,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0017,417.83,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch2_0018,3831.06,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-01,2025-05-07 22:37:55
Hyderabad_Branch2_0019,2378.38,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch2_0020,4203.7,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch2_0021,4316.89,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0022,4780.84,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch2_0023,3066.69,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch2_0024,1518.1,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch2_0025,2562.92,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-01,2025-05-07 22:37:55
Hyderabad_Branch2_0026,3678.78,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0027,4669.75,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0028,3383.81,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0029,2116.27,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch2_0030,3874.18,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch2_0031,3699.39,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0032,1892.51,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0033,4482.89,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch2_0034,3941.47,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0035,972.51,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch2_0036,747.98,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0037,3504.47,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch2_0038,2497.28,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0039,3172.64,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0040,621.74,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch2_0041,1227.38,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch2_0042,642.93,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch2_0043,4853.51,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch2_0044,4144.49,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch2_0045,2222.63,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch2_0046,4083.79,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch2_0047,2684.05,FAILED,Hyderabad,Hyderabad_Branch2,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch2_0048,1543.56,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch2_0049,4985.53,PENDING,Hyderabad,Hyderabad_Branch2,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch2_0050,1427.18,SUCCESS,Hyderabad,Hyderabad_Branch2,2025-05-05,2025-05-07 22:37:55
