transaction_id,amount,status,city,branch,date,timestamp
Chennai_Branch2_0001,746.89,PENDING,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0002,1385.63,PENDING,Chennai,Chennai_Branch2,2025-05-01,2025-05-07 22:37:55
Chennai_Branch2_0003,2674.81,SUCCESS,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0004,414.09,FAILED,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
Chennai_Branch2_0005,3260.52,SUCCESS,Chennai,Chennai_Branch2,2025-05-03,2025-05-07 22:37:55
Chennai_Branch2_0006,4474.49,FAILED,Chennai,Chennai_Branch2,2025-05-06,2025-05-07 22:37:55
Chennai_Branch2_0007,4683.32,SUCCESS,Chennai,Chennai_Branch2,2025-05-04,2025-05-07 22:37:55
Chennai_Branch2_0008,4601.89,PENDING,Chennai,Chennai_Branch2,2025-05-03,2025-05-07 22:37:55
Chennai_Branch2_0009,4775.73,PENDING,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
Chennai_Branch2_0010,4263.74,SUCCESS,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
Chennai_Branch2_0011,4545.87,FAILED,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0012,3297.05,FAILED,Chennai,Chennai_Branch2,2025-05-01,2025-05-07 22:37:55
Chennai_Branch2_0013,4050.01,FAILED,Chennai,Chennai_Branch2,2025-05-01,2025-05-07 22:37:55
Chennai_Branch2_0014,4035.58,FAILED,Chennai,Chennai_Branch2,2025-05-06,2025-05-07 22:37:55
Chennai_Branch2_0015,4805.97,PENDING,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
Chennai_Branch2_0016,1781.15,SUCCESS,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0017,391.2,SUCCESS,Chennai,Chennai_Branch2,2025-05-03,2025-05-07 22:37:55
Chennai_Branch2_0018,1172.81,FAILED,Chennai,Chennai_Branch2,2025-05-01,2025-05-07 22:37:55
Chennai_Branch2_0019,3882.67,SUCCESS,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
Chennai_Branch2_0020,4469.76,PENDING,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0021,4441.56,PENDING,Chennai,Chennai_Branch2,2025-05-04,2025-05-07 22:37:55
Chennai_Branch2_0022,3350.79,SUCCESS,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0023,952.98,PENDING,Chennai,Chennai_Branch2,2025-05-06,2025-05-07 22:37:55
Chennai_Branch2_0024,4119.98,PENDING,Chennai,Chennai_Branch2,2025-05-01,2025-05-07 22:37:55
Chennai_Branch2_0025,1421.51,FAILED,Chennai,Chennai_Branch2,2025-05-01,2025-05-07 22:37:55
Chennai_Branch2_0026,527.16,SUCCESS,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0027,769.16,PENDING,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
Chennai_Branch2_0028,4516.75,FAILED,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
Chennai_Branch2_0029,4681.56,PENDING,Chennai,Chennai_Branch2,2025-05-04,2025-05-07 22:37:55
Chennai_Branch2_0030,1707.41,SUCCESS,Chennai,Chennai_Branch2,2025-05-06,2025-05-07 22:37:55
Chennai_Branch2_0031,1407.19,FAILED,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0032,393.47,FAILED,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0033,1047.8,SUCCESS,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0034,4602.57,PENDING,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0035,4604.38,PENDING,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0036,403.0,FAILED,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
Chennai_Branch2_0037,4309.09,SUCCESS,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0038,1759.79,SUCCESS,Chennai,Chennai_Branch2,2025-05-03,2025-05-07 22:37:55
Chennai_Branch2_0039,2377.52,FAILED,Chennai,Chennai_Branch2,2025-05-04,2025-05-07 22:37:55
Chennai_Branch2_0040,735.84,SUCCESS,Chennai,Chennai_Branch2,2025-05-01,2025-05-07 22:37:55
Chennai_Branch2_0041,2885.19,SUCCESS,Chennai,Chennai_Branch2,2025-05-04,2025-05-07 22:37:55
Chennai_Branch2_0042,433.18,FAILED,Chennai,Chennai_Branch2,2025-05-03,2025-05-07 22:37:55
Chennai_Branch2_0043,3397.75,PENDING,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0044,3390.41,FAILED,Chennai,Chennai_Branch2,2025-05-03,2025-05-07 22:37:55
Chennai_Branch2_0045,110.25,FAILED,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0046,4431.02,PENDING,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0047,954.21,PENDING,Chennai,Chennai_Branch2,2025-05-05,2025-05-07 22:37:55
Chennai_Branch2_0048,1091.98,FAILED,Chennai,Chennai_Branch2,2025-05-02,2025-05-07 22:37:55
Chennai_Branch2_0049,977.76,FAILED,Chennai,Chennai_Branch2,2025-05-04,2025-05-07 22:37:55
Chennai_Branch2_0050,3159.74,PENDING,Chennai,Chennai_Branch2,2025-05-07,2025-05-07 22:37:55
