transaction_id,amount,status,city,branch,date,timestamp
Bangalore_Branch3_0001,2490.54,FAILED,Bangalore,Bangalore_Branch3,2025-05-03,2025-05-07 22:37:55
Bangalore_Branch3_0002,3429.68,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-02,2025-05-07 22:37:55
Bangalore_Branch3_0003,4523.1,PENDING,Bangalore,Bangalore_Branch3,2025-05-01,2025-05-07 22:37:55
Bangalore_Branch3_0004,704.77,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-05,2025-05-07 22:37:55
Bangalore_Branch3_0005,3953.95,PENDING,Bangalore,Bangalore_Branch3,2025-05-01,2025-05-07 22:37:55
Bangalore_Branch3_0006,569.63,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-01,2025-05-07 22:37:55
Bangalore_Branch3_0007,2806.25,PENDING,Bangalore,Bangalore_Branch3,2025-05-04,2025-05-07 22:37:55
Bangalore_Branch3_0008,643.43,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-04,2025-05-07 22:37:55
Bangalore_Branch3_0009,1121.81,PENDING,Bangalore,Bangalore_Branch3,2025-05-07,2025-05-07 22:37:55
Bangalore_Branch3_0010,1342.79,PENDING,Bangalore,Bangalore_Branch3,2025-05-01,2025-05-07 22:37:55
Bangalore_Branch3_0011,3299.6,PENDING,Bangalore,Bangalore_Branch3,2025-05-03,2025-05-07 22:37:55
Bangalore_Branch3_0012,893.91,PENDING,Bangalore,Bangalore_Branch3,2025-05-05,2025-05-07 22:37:55
Bangalore_Branch3_0013,1122.13,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-02,2025-05-07 22:37:55
Bangalore_Branch3_0014,985.31,PENDING,Bangalore,Bangalore_Branch3,2025-05-06,2025-05-07 22:37:55
Bangalore_Branch3_0015,304.58,FAILED,Bangalore,Bangalore_Branch3,2025-05-06,2025-05-07 22:37:55
Bangalore_Branch3_0016,2648.37,FAILED,Bangalore,Bangalore_Branch3,2025-05-03,2025-05-07 22:37:55
Bangalore_Branch3_0017,1228.17,FAILED,Bangalore,Bangalore_Branch3,2025-05-04,2025-05-07 22:37:55
Bangalore_Branch3_0018,1622.98,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-05,2025-05-07 22:37:55
Bangalore_Branch3_0019,3123.54,PENDING,Bangalore,Bangalore_Branch3,2025-05-07,2025-05-07 22:37:55
Bangalore_Branch3_0020,2828.41,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-03,2025-05-07 22:37:55
Bangalore_Branch3_0021,4657.11,FAILED,Bangalore,Bangalore_Branch3,2025-05-07,2025-05-07 22:37:55
Bangalore_Branch3_0022,3148.11,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-01,2025-05-07 22:37:55
Bangalore_Branch3_0023,864.76,SUCCESS,Bangalore,Bangalore_Branch3,2025-05-03,2025-05-07 22:37:55
Bangalore_Branch3_0024,2016.27,PENDING,Bangalore,Bangalore_Branch3,2025-05-03,2025-05-07 22:37:55
Bangalore_Branch3_0025,760.53,FAILED,Bangalore,Bangalore_Branch3,2025-05-06,2025-05-07 22:37:55
