transaction_id,amount,status,city,branch,date,timestamp
Hyderabad_Branch5_0001,2261.94,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch5_0002,306.07,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0003,2797.59,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0004,140.55,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0005,2611.73,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0006,429.09,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0007,4511.55,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0008,1134.66,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch5_0009,2937.85,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-01,2025-05-07 22:37:55
Hyderabad_Branch5_0010,474.33,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0011,485.7,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0012,4909.48,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0013,3129.37,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0014,3784.45,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch5_0015,3276.38,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch5_0016,1761.24,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0017,268.17,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch5_0018,1176.17,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0019,3396.48,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch5_0020,177.83,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch5_0021,691.98,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0022,3788.31,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0023,1644.61,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch5_0024,1849.3,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-01,2025-05-07 22:37:55
Hyderabad_Branch5_0025,363.59,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch5_0026,2529.29,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch5_0027,4968.39,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0028,4745.29,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch5_0029,4663.38,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0030,1206.25,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0031,682.52,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-01,2025-05-07 22:37:55
Hyderabad_Branch5_0032,113.65,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0033,3240.77,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0034,1320.24,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0035,3081.06,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch5_0036,4922.52,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0037,1438.93,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch5_0038,2757.27,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0039,3908.58,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0040,2653.48,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0041,562.43,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch5_0042,895.62,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0043,3312.57,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0044,2831.33,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch5_0045,4393.15,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch5_0046,2474.41,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch5_0047,337.19,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0048,3258.88,PENDING,Hyderabad,Hyderabad_Branch5,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch5_0049,4532.41,FAILED,Hyderabad,Hyderabad_Branch5,2025-05-01,2025-05-07 22:37:55
Hyderabad_Branch5_0050,949.74,SUCCESS,Hyderabad,Hyderabad_Branch5,2025-05-05,2025-05-07 22:37:55
