transaction_id,amount,status,city,branch,date,timestamp
Chennai_Branch4_0001,4933.28,PENDING,Chennai,Chennai_Branch4,2025-05-02,2025-05-07 22:37:55
Chennai_Branch4_0002,3152.7,FAILED,Chennai,Chennai_Branch4,2025-05-07,2025-05-07 22:37:55
Chennai_Branch4_0003,1492.92,FAILED,Chennai,Chennai_Branch4,2025-05-04,2025-05-07 22:37:55
Chennai_Branch4_0004,3557.21,SUCCESS,Chennai,Chennai_Branch4,2025-05-04,2025-05-07 22:37:55
Chennai_Branch4_0005,1530.16,SUCCESS,Chennai,Chennai_Branch4,2025-05-06,2025-05-07 22:37:55
Chennai_Branch4_0006,1470.8,FAILED,Chennai,Chennai_Branch4,2025-05-07,2025-05-07 22:37:55
Chennai_Branch4_0007,2417.39,SUCCESS,Chennai,Chennai_Branch4,2025-05-06,2025-05-07 22:37:55
Chennai_Branch4_0008,1358.7,PENDING,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0009,2494.79,PENDING,Chennai,Chennai_Branch4,2025-05-06,2025-05-07 22:37:55
Chennai_Branch4_0010,3828.7,FAILED,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0011,2680.27,PENDING,Chennai,Chennai_Branch4,2025-05-07,2025-05-07 22:37:55
Chennai_Branch4_0012,3210.3,SUCCESS,Chennai,Chennai_Branch4,2025-05-05,2025-05-07 22:37:55
Chennai_Branch4_0013,734.04,FAILED,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0014,3021.45,FAILED,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0015,3780.38,PENDING,Chennai,Chennai_Branch4,2025-05-05,2025-05-07 22:37:55
Chennai_Branch4_0016,2173.77,FAILED,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0017,1131.61,PENDING,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0018,656.85,FAILED,Chennai,Chennai_Branch4,2025-05-04,2025-05-07 22:37:55
Chennai_Branch4_0019,1455.57,FAILED,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0020,1025.33,FAILED,Chennai,Chennai_Branch4,2025-05-07,2025-05-07 22:37:55
Chennai_Branch4_0021,3492.27,PENDING,Chennai,Chennai_Branch4,2025-05-04,2025-05-07 22:37:55
Chennai_Branch4_0022,4148.15,FAILED,Chennai,Chennai_Branch4,2025-05-05,2025-05-07 22:37:55
Chennai_Branch4_0023,3325.58,SUCCESS,Chennai,Chennai_Branch4,2025-05-04,2025-05-07 22:37:55
Chennai_Branch4_0024,2034.89,PENDING,Chennai,Chennai_Branch4,2025-05-02,2025-05-07 22:37:55
Chennai_Branch4_0025,1571.55,SUCCESS,Chennai,Chennai_Branch4,2025-05-03,2025-05-07 22:37:55
Chennai_Branch4_0026,1002.05,FAILED,Chennai,Chennai_Branch4,2025-05-02,2025-05-07 22:37:55
Chennai_Branch4_0027,4407.65,FAILED,Chennai,Chennai_Branch4,2025-05-03,2025-05-07 22:37:55
Chennai_Branch4_0028,953.43,FAILED,Chennai,Chennai_Branch4,2025-05-04,2025-05-07 22:37:55
Chennai_Branch4_0029,4853.86,SUCCESS,Chennai,Chennai_Branch4,2025-05-02,2025-05-07 22:37:55
Chennai_Branch4_0030,4957.85,FAILED,Chennai,Chennai_Branch4,2025-05-06,2025-05-07 22:37:55
Chennai_Branch4_0031,620.5,SUCCESS,Chennai,Chennai_Branch4,2025-05-03,2025-05-07 22:37:55
Chennai_Branch4_0032,4666.44,FAILED,Chennai,Chennai_Branch4,2025-05-05,2025-05-07 22:37:55
Chennai_Branch4_0033,1679.42,PENDING,Chennai,Chennai_Branch4,2025-05-04,2025-05-07 22:37:55
Chennai_Branch4_0034,1729.89,FAILED,Chennai,Chennai_Branch4,2025-05-03,2025-05-07 22:37:55
Chennai_Branch4_0035,1776.21,SUCCESS,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0036,286.34,SUCCESS,Chennai,Chennai_Branch4,2025-05-03,2025-05-07 22:37:55
Chennai_Branch4_0037,486.88,SUCCESS,Chennai,Chennai_Branch4,2025-05-01,2025-05-07 22:37:55
Chennai_Branch4_0038,4738.26,FAILED,Chennai,Chennai_Branch4,2025-05-06,2025-05-07 22:37:55
Chennai_Branch4_0039,4762.84,FAILED,Chennai,Chennai_Branch4,2025-05-05,2025-05-07 22:37:55
