transaction_id,amount,status,city,branch,date,timestamp
Hyderabad_Branch1_0001,2569.58,SUCCESS,Hyderabad,Hyderabad_Branch1,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch1_0002,4445.76,PENDING,Hyderabad,Hyderabad_Branch1,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch1_0003,3155.26,PENDING,Hyderabad,Hyderabad_Branch1,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch1_0004,2727.05,SUCCESS,Hyderabad,Hyderabad_Branch1,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch1_0005,2529.68,FAILED,Hyderabad,Hyderabad_Branch1,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch1_0006,1381.5,FAILED,Hyderabad,Hyderabad_Branch1,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch1_0007,3635.33,SUCCESS,Hyderabad,Hyderabad_Branch1,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch1_0008,4131.63,SUCCESS,Hyderabad,Hyderabad_Branch1,2025-05-04,2025-05-07 22:37:55
Hyderabad_Branch1_0009,1085.52,PENDING,Hyderabad,Hyderabad_Branch1,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch1_0010,493.02,PENDING,Hyderabad,Hyderabad_Branch1,2025-05-02,2025-05-07 22:37:55
Hyderabad_Branch1_0011,1074.98,SUCCESS,Hyderabad,Hyderabad_Branch1,2025-05-05,2025-05-07 22:37:55
Hyderabad_Branch1_0012,1993.76,PENDING,Hyderabad,Hyderabad_Branch1,2025-05-07,2025-05-07 22:37:55
Hyderabad_Branch1_0013,1552.21,PENDING,Hyderabad,Hyderabad_Branch1,2025-05-03,2025-05-07 22:37:55
Hyderabad_Branch1_0014,475.11,PENDING,Hyderabad,Hyderabad_Branch1,2025-05-06,2025-05-07 22:37:55
Hyderabad_Branch1_0015,3013.0,PENDING,Hyderabad,Hyderabad_Branch1,2025-05-03,2025-05-07 22:37:55
